language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
156	Gigatli	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом		NOM	lali	Y	NOM_lali		hunc'i sijun naƛi habazal-i	honey milk with mix-AOR	‘The honey got mixed with milk.’				Гьоц1о рахьгун жубана.	
156	Gigatli	95	look	X (look) at Y	смотреть	X (смотреть) на Y		NOM	APUD	Y	NOM_APUD		ʕali hannaliba-qi ƛ'i-it'u ida	PN cloud.PL.OBL-APUD look-SEQ COP	‘Ali is looking at the clouds.’				Г1али нак1к1азухъ валагьун вуго.	
156	Gigatli	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)		ERG	NOM	TR	TR		ʕali-di χinču jaχul-i	PN-ERG dress(5) 5.take_off-AOR	‘Ali took off his shirt.’				Г1алица горде бахъана.	
156	Gigatli	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y		AFF	NOM	X	AFF_NOM		ʕali-ba maƛ'u-ba-ƛi marjam haƛ-eet'u ida	PN-AFF dream(5)-PL.OBL-INTER PN see-IPF.CV COP	‘Ali dreams about Marjam.’				Г1алида макьилъ Марьям йихьулей йиго.	
156	Gigatli	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом		NOM	lali	Y	NOM_lali		ʕali marjam laƛi wuɬ-qa b-aχat-i	PN PN COM M.listen-APUD A-fall-AOR	‘Ali agreed with Marjam.’				Г1али Марьямида т1ад рекъана.	
156	Gigatli	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y		NOM	lali	Y	NOM_lali		ʕali marjam laƛi baχi-it'u ida	PN PN COM quarrel-SEQ COP	‘Ali had a quarrel with Marjam.’				Г1али Марьямгун барщун вуго.	
156	Gigatli	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)		*	*	*		Not included in the database because X is expressed as an NP-internal modifier.	ha-b žadu-ƛi baha seb dolar ida	PROX-A cup-INTER price one.A dollar(A) COP	‘This cup costs one dollar.’				Гьаб чашкаялъул багьа цо доллар буго.	
156	Gigatli	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а		ERG	CONT	Y	ERG_CONT		ʕali-di seč'ba-č'u r-aχal-i	PN-ERG bird.PL-CONT N-shoot-AOR	‘Ali shot at the bird.’				Г1алица х1анч1ида реч1ч1ана.	
156	Gigatli	102	pour	X (pour) Y	сыпать	X (сыпать) Y		ERG	NOM	TR	TR		ʕali-di čankar č'ib-i žazu-nu hinu	PN-ERG sugar sprinkle-AOR bowl-LAT inside.LAT	‘Ali poured the sugar in the cup.’				Г1алица чакар бана чашкаялъубе.	
156	Gigatli	103	lose	X (lose) Y	терять	X (терять) Y		CONT	NOM	X	CONT_NOM		ʕali-č'u rič'amadir r-it-an	PN-CONT key.PL N-disappear-AOR	‘Ali lost the keys.’				Г1алихъа к1улал рилана.	
156	Gigatli	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е		NOM	POSShini	Y	NOM_POSShini	“hini” functions as a postposition here.	ɬuda-ƛ ʕača ɬesa-ƛi hini c'at'-in	wood.OBL-INTER log river-INTER inside cover-AOR	‘The log sank in the water.’				Хъвалхьен г1урулъ гъанкъана.	
156	Gigatli	105	kill	X (kill) Y	убивать	X (убивать) Y-а		ERG	NOM	TR	TR		ʕali-di aħmad hib-i	PN-ERG PN kill-AOR	‘Ali killed Ahmad.’				Г1алица ч1вана Ах1мад.	
156	Gigatli	106	hit	X (hit) Y	ударить	X (ударять) Y-а		ERG	CONT	Y	ERG_CONT		ʕali-di aħmadi-č'u q'aq'adal-i	PN-ERG PN-CONT knock-AOR	‘Ali hit Ahmad.’				Г1алица Ах1мадида кьабг1ана.	
156	Gigatli	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а		ERG	CONT	Y	ERG_CONT		ʕali-di marjam-č'u obba ih-i	PN-ERG PN-CONT kiss do-AOR	‘Ali kissed Marjam.’			CV	Г1али Марьямида къочана.	
156	Gigatli	108	read	X (read) Y	читать	X (читать) Y-а		ERG	NOM	TR	TR		ʕali-di tamaše-b quča c'alid-i	PN-ERG wonderful-A book read-AOR	‘Ali read an interesting book.’				Г1алица г1ажаибаб (тамашаяб) т1ехь ц1алана.	
156	Gigatli	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом		ERG	NOM	TR	TR		ʕali-di insudda ɬezbi sisamal-i	PN-ERG REFL.N finger.PL.NOM move.CAUS-AOR	‘Ali moved his fingers.’			CAUS	Г1алица килщал рагъарахъдизаруна.	
156	Gigatli	110	respect	X (respect) Y	уважать	X (уважать) Y-а		ERG	POSS	Y	ERG_POSS	The possessor NP displays some properties of a clause-level dependent.	ʕali-di aħmad-iƛi q'irmat ih-ida	PN-ERG PN-INTER value do-EVT	‘Ali respects Ahmad.’			CV	Г1алица Ах1мадил адаб гьабула.	
156	Gigatli	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом		*	*	*		Not included in the database because Y is expressed as an NP within a dependent clause.	ʕali-ƛi rak'a q'inna r-uč-unt'a-s ʁadari-bi haʔ-aɬa	PN-INTER heart grind(INTR).PERF N-wash-NEG.SEQ-CONTR dish-PL.NOM see-when	‘Ali is disgusted when he sees unwashed dishes.’				Г1алил рак1 къала чурич1еб ц1араг1алда.	
156	Gigatli	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом		NOM	CONTEL	Y	NOM_CONTEL	Non-verbal predicate.	ʕali insudda wohu-č'ur razi ida	PN REFL.N son.OBL-CONTEL content COP	‘Ali is satisfied with his son.’				Г1али жиндирго васасдаса разияв вуго.	
156	Gigatli	113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a		POSS	APUD	XY	POSS_APUD	Arguably, the possessor NP displays some properties of a clause-level dependent.	ʕali-r roƛ'i r-uk-udda marjam-qi	PN-N love N-fall-PERF PN-APUD	‘Ali fell in love with Marjam.’				Г1алил Марьямихъ рокьи ккун буго.	
156	Gigatli	114	trust	X (trust) Y	доверять	X (доверять) Y-у		NOM	AFF	Y	NOM_AFF		ʕali buz-eeda marjam-ba	PN believe-PRS PN-AFF	‘Ali trusts Marjam.’				Г1али божула Марьямида.	
156	Gigatli	115	sympathise	X (sympathise) with Y	жалеть	X (жалеть) Y-а		NOM	CONT	Y	NOM_CONT		ʕali gurħ-unna insudda ilu-č'u	PN pity-PERF REFL.N mother.OBL-CONT	‘Ali sympathises with his mother.’				Г1али гурх1ула жиндирго эбелалда.	
156	Gigatli	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у		POSS	lali	XY	POSS_lali	Non-verbal predicate. Arguably, the possessor NP displays some properties of a clause-level dependent.	ʕali-ƛi žaħda b-uk'-uda aħmadi laƛi	PN-INTER envy A-be-EVT PN COM	‘Ali envies Ahmad.’				Г1алил жах1да бук1уна Ах1мадилъ.	
156	Gigatli	117	be_angry	X (be angry) with Y	злиться	X (злиться) на Y-а		POSS	CONT	XY	POSS_CONT		ʕali-b aħmadi-č'u kutakila simi b-eʔ-adda	PN-A PN-CONT very anger(A) A-come-PERF	‘Ali is angry with Ahmad.’				Г1алил Ах1мадида цин бахъун буго.	
156	Gigatli	118	be_surprised	X (be surprised) at Y	удивляться	X (удивляться) Y-у		ERG	APUD	Y	ERG_APUD		ʕali-di ins-ɬa da sajʁati-ƛ ič-ibur raʁanɬi-q ʕažaibɬir ih-i	PN-ERG REFL.M-DAT FOC present-INTER give-PF.PTCP.N things-APUD surprise do-AOR	‘Ali was amazed at the things given to him as a gift.’			CV.	Г1алица сайгъаталъе г1ажаиблъи гьабуна.	
156	Gigatli	119	love2	X (love) Y	любить-2	X (любить) Y (чай/яблоки)		AFF	NOM	X	AFF_NOM		ʕali-ba čaj boƛ'-ida	PN-AFF tea love-EVT	‘Ali loves tea.’				Г1алие чай бокьула.	
156	Gigatli	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом		ERG	CONTEL	Y	ERG_CONTEL		ʕali-di bit'u čaj-č'ur kep b-iχ-eet'u ida	PN-ERG hot tea-CONTEL pleasure A-take-IPF.CV COP	‘Ali enjoys hot tea.’				Г1алица бух1араб чаялдаса кеп босулеб буго.	
156	Gigatli	121	want	X (want) Y	хотеть	X (хотеть) Y-а		DAT	NOM	X	DAT_NOM		ʕali-ɬa c'in mabilni telefon b-uq'-eet'u ida	PN-DAT new mobile telephone A-want-IPF.CV COP	‘Ali wants a new mobile phone.’				Г1алие ц1ияб мобильник бокьун буго.	
156	Gigatli	122	have_a_grudge	X (have a grudge) against Y	сердиться	X (сердиться) на Y-а		*	*	*		Not included because the sentence is very similar to the one in (117), but unlike that example, the structure here is not fully transparent and arguably requires double-checking.	ʕali simi b-eʔ-t'u b-uk'-a aħmadi-č'u	PN anger(A) A-come-SEQ A-be-AOR PN-CONT	‘Ali holds a grudge against Ahmad.’				Г1алил ццин бахъун буго Ах1мадида.	
156	Gigatli	123	take_offence	X (take_offence) at Y	обижаться	X (обижаться) на Y-а		*	*	*		Not included because the structure is not very clear (possession remains unmarked?) and should probably be double-checked.	ʕali aħmadi laƛi rak'a ič'-at'u ida	PN PN COM heart die-SEQ COP	‘Ali took offence at Ahmad.’				Г1али Ах1мадида рак1 хун (рек1екълъун) вуго.	
156	Gigatli	124	upset	X (upset) Y	огорчать	X (огорчать) Y-а		ERG	NOM	TR	TR	This sentence is tentatively classified as representing the transitive pattern based on case marking of the two person names. However, there are two NPs in the nominative here, and it remains unknown which of them triggers agreement on the verb.	ʕali-di rak'a q'оrah-i aħmad	PN-ERG heart tighten-AOR PN	‘Ali greatly upset Ahmad.’				Г1алица рек1екълъизавуна Ах1мад.	
156	Gigatli	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у		*	*	*		Not included in the database because Y is expressed as an NP within a dependent clause.	ʕali ħikmaɬ-it'u wun-a u-b šahar haʔ-aɬa	PN admire-SEQ M.go-AOR MED-A town see-when	‘Ali was impressed when he saw this town.’				Г1али х1икмалъизавуна гьеб шагьаралъ.	
156	Gigatli	126	despise	X (despise) Y	презирать	X (презирать) Y-а		*	*	*		Not included because the structure is not very clear (is the X argument really marked by the ergative case?) and should probably be double-checked.	ʕali aħmad riχa-m-uw ida	PN.ERG PN hate.CAUS-PTCP-M COP	‘Ali despises Ahmad.’				Г1алие Ах1мад рихарав вуго.	
156	Gigatli	127	get_upset	X (get upset) with Y	огорчаться	X (огорчаться) из-за Y-а		NOM	sabablitu	Y	NOM_sabablitu		ʕali tamašaɬ-i insudda woša sababɬ-it'u	PN be_surprised-AOR REFL.N son cause.VBLZ-SEQ	‘Ali got upset because of his son.’				Г1али пашманлъана васасе г1оло.	
156	Gigatli	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а		POSS	CONT	XY	POSS_CONT	Non-verbal predicate.	ʕali-ƛ insudda jahu-č'u simi ida	PN-INTER REFL.N girl.OBL-CONT anger(A) COP	‘Ali is getting irritated with his daughter.’				Г1алил ясалда ццин буго.	
156	Gigatli	129	be_fond	X (be fond) of Y	симпатизировать	X (симпатизировать) Y-у		AFF	NOM	X	AFF_NOM		ʕali-ba aħmad bercina-w haʔ-ida	PN-AFF PN beautiful-M see-EVT	‘Ali is fond of Ahmad.’			CV	Г1алида Ах1мад берцин вихьула.	
156	Gigatli	130	be_shy	X (be shy) about Y	стесняться	X (стесняться) Y-а		NOM	CONT	Y	NOM_CONT		ʕali sula-at'u w-uk'-uda insudda q'arq'ala-ƛi woχidaɬir-č'u	PN be_ashamed-SEQ M-be-EVT REFL.N body-INTER M.height-CONT	‘Ali is embarrassed about his height.’				Гьев нечон вук1уна жиндирго къаркъалаялъул борхалъиялдаса.	
