language_no	predicate_no	verb	X	Y	locus	valency_pattern
78	116	hwagh AGR-u	GEN	INSTR	XY	GEN_INSTR
78	117	oeghaz-AGR-ax-	ABS	DAT	Y	ABS_DAT
78	118	ciac-AGR-aella	ABS	LAT	Y	ABS_LAT
78	119	AGR-ieza	DAT	ABS	X	DAT_ABS
78	120	*	*	*	*	
78	121	AGR-ieza	DAT	ABS	X	DAT_ABS
78	122	oeghaz-AGR-ax-	ABS	DAT	Y	ABS_DAT
78	123	oeghaz-AGR-ax-	*	*	*	
78	124	xalaxiet-ijt-	ERG	ABS	TR	TR
78	125	ciacvaella	ABS	LAT	Y	ABS_LAT
78	126	*	*	*	*	
78	127	xalaxetta	ABS	DATdoeha	Y	ABS_DATdoeha
78	128	oeghaz-AGR-ax-	*	*	*	
78	129	*	*	*	*	
78	130	iizalo	ABS	LAT	Y	ABS_LAT
37	1		POSS	ABS	X	POSS_ABS
37	2		*	*	*	
37	3		ABS	ALL	Y	ABS_ALL
37	4		ERG	ABS	TR	TR
37	5		POSS	ABS	X	POSS_ABS
37	6		ABS	ALL	Y	ABS_ALL
37	7		ABS	ALL	Y	ABS_ALL
37	8		ERG	ABS	TR	TR
37	9		ERG	ABS	TR	TR
37	10		ERG	ABS	TR	TR
37	11		ABS	COM	Y	ABS_COM
37	12		ABS	ALL	Y	ABS_ALL
37	13		ABS	ALL	Y	ABS_ALL
37	14		ABS	ABL	Y	ABS_ABL
37	15		ERG	ABS	TR	TR
37	16		ERG	ABS	TR	TR
37	17		ERG	ABS	TR	TR
37	18		ERG	ABS	TR	TR
37	19		ERG	ABS	TR	TR
37	20		ERG	ABS	TR	TR
37	21		ABS	ALL	Y	ABS_ALL
37	22		ERG	ABS	TR	TR
37	23		ABS	COM	Y	ABS_COM
37	24		ABS	COM	Y	ABS_COM
37	25		ABS	ALL	Y	ABS_ALL
37	26		ERG	ABS	TR	TR
37	27		ERG	ABS	TR	TR
37	28		ERG	ABS	TR	TR
37	29		ERG	ABS	TR	TR
37	30		*	*	*	
37	31		ERG	ABS	TR	TR
37	32		ERG	ABS	TR	TR
37	33		ERG	ABS	TR	TR
37	34		*	*	*	
37	35		ERG	ABS	TR	TR
37	36		ERG	ABS	TR	TR
37	37		ABS	ALL	Y	ABS_ALL
37	38		POSS	ABS	X	POSS_ABS
37	39		ERG	ABS	TR	TR
37	40		ERG	ABS	TR	TR
37	41		ERG	ABS	TR	TR
37	42		*	*	*	
37	43		ERG	ABS	TR	TR
37	44		ERG	ABS	TR	TR
37	45		ABS	ALL	Y	ABS_ALL
37	46		ERG	ABS	TR	TR
37	47		ABS	INS	Y	ABS_INS
37	48		ERG	ABS	TR	TR
37	49		ERG	ABS	TR	TR
37	50		ERG	ABS	TR	TR
37	51		ABS	EQU	Y	ABS_EQU
37	52		ERG	ABS	TR	TR
37	53		ERG	ABS	TR	TR
37	54		ABS	INS	Y	ABS_INS
37	55		ERG	ABS	TR	TR
37	56		POSS	ABS	X	POSS_ABS
37	57		ERG	ABS	TR	TR
37	58		ERG	ABS	TR	TR
37	59		ERG	ABS	TR	TR
37	60		ERG	ABS	TR	TR
37	61		POSS	ABS	X	POSS_ABS
37	62		ABS	ALL	Y	ABS_ALL
37	63		ABS	ALL	Y	ABS_ALL
37	64		ABS	ABL	Y	ABS_ABL
37	65		ABS	ABL	Y	ABS_ABL
37	66		ERG	ABS	TR	TR
37	67		ABS	INS	Y	ABS_INS
37	68		ERG	ABS	TR	TR
37	69		ERG	ABS	TR	TR
37	70		ERG	ABS	TR	TR
37	71		ERG	ABS	TR	TR
37	72		ERG	ABS	TR	TR
37	73		ABS	COM	Y	ABS_COM
37	74		ERG	ABS	TR	TR
37	75		ERG	ABS	TR	TR
37	76		ERG	ABS	TR	TR
37	77		ERG	ABS	TR	TR
37	78		ERG	ABS	TR	TR
37	79		ERG	ABS	TR	TR
37	80		ABS	INS	Y	ABS_INS
37	81		ABS	LOC	Y	ABS_LOC
37	82		ERG	ABS	TR	TR
37	83		ABS	ALL	Y	ABS_ALL
37	84		ABS	COM	Y	ABS_COM
37	85		ERG	ABS	TR	TR
37	86		ERG	ABS	TR	TR
37	87		ABS	LOC	Y	ABS_LOC
37	88		ERG	ABS	TR	TR
37	89		ABS	ALL	Y	ABS_ALL
37	90		ABS	ABL	Y	ABS_ABL
37	91		ERG	ABS	TR	TR
37	92		ABS	ALL	Y	ABS_ALL
37	93		ERG	ABS	TR	TR
37	94		ABS	COM	Y	ABS_COM
37	95		ERG	ABS	TR	TR
37	96		*	*	*	
37	97		ERG	ABS	TR	TR
37	98		ABS	COM	Y	ABS_COM
37	99		ABS	COM	Y	ABS_COM
37	100		*	*	*	
37	101		ERG	ABS	TR	TR
37	102		ERG	ABS	TR	TR
37	103		ERG	ABS	TR	TR
37	104		ABS	INESS	Y	ABS_INESS
37	105		ERG	ABS	TR	TR
37	106		ERG	ABS	TR	TR
37	107		ERG	ABS	TR	TR
37	108		ERG	ABS	TR	TR
37	109		ERG	ABS	TR	TR
37	110		ERG	ABS	TR	TR
37	111		ABS	ALL	Y	ABS_ALL
37	112		ERG	ABS	TR	TR
37	113		ERG	ABS	TR	TR
37	114		ABS	ALL	Y	ABS_ALL
37	115		ERG	ABS	TR	TR
37	116		ABS	ALL	Y	ABS_ALL
37	117		ABS	ALL	Y	ABS_ALL
37	118		ABS	ALL	Y	ABS_ALL
37	119		*	*	*	
37	120		*	*	*	
37	121		ERG	ABS	TR	TR
37	122		ABS	ALL	Y	ABS_ALL
37	123		ABS	ALL	Y	ABS_ALL
37	124		ERG	ABS	TR	TR
37	125		ABS	ALL	Y	ABS_ALL
37	126		ABS	ALL	Y	ABS_ALL
37	127		ABS	ALL	Y	ABS_ALL
37	128		ABS	ALL	Y	ABS_ALL
37	129		ERG	ABS	TR	TR
37	130		*	*	*	
71	1	ɨrad-	GEN	NOM	X	GEN_NOM
71	2	sumar	NOM	INS	Y	NOM_INS
71	3	xər-	NOM	ABL	Y	NOM_ABL
71	4	ber-	NOM	OBJ	TR	TR
71	5	ɕit-	OBJ	NOM	X	OBJ_NOM
71	6	jɨʂi	NOM	NOM	Y	NOM_NOM
71	7	ʂan-	NOM	OBJ	TR	TR
71	8	il-	NOM	OBJ	TR	TR
71	9	kor-	NOM	OBJ	TR	TR
71	10	*	*	*	*	
71	11	tël bol-	NOM	INS	Y	NOM_INS
71	12	kër-	NOM	OBJ	TR	TR
71	13	ɕënder-	NOM	OBJ	TR	TR
71	14	tok-	NOM	ABL	Y	NOM_ABL
71	15	xval-	NOM	OBJ	TR	TR
71	16	xoɕ-	NOM	OBJ	TR	TR
71	17	kala-	NOM	OBJ	TR	TR
71	18	tɨd-	NOM	OBJ	TR	TR
71	19	xvala‑za ɕit‑	NOM	OBJ	TR	TR
71	20	su-	NOM	OBJ	TR	TR
71	21	ɕit-	NOM	OBJ	TR	TR
71	22	dɨt-	NOM	OBJ	TR	TR
71	23	ɕabəʑ-	NOM	INS	Y	NOM_INS
71	24	tos-la	NOM	INS	Y	NOM_INS
71	25	ʂotl	NOM	cinABL	Y	NOM_cinABL
71	26	ɕe-	NOM	OBJ	TR	TR
71	27	əʐala-	NOM	OBJ	TR	TR
71	28	këd-	NOM	OBJ	TR	TR
71	29	man-	NOM	cinABL	Y	NOM_cinABL
71	30	kilʲ‑	NOM	ABL	Y	NOM_ABL
71	31	ʨën‑	NOM	OBJ	TR	TR
71	32	palaʂ‑	NOM	INS	Y	NOM_INS
71	33	pal-	NOM	OBJ	TR	TR
71	34	vɨlʲ‑	NOM	cinLOC	Y	NOM_cinLOC
71	35	tar-za ɕør-	NOM	ABL	Y	NOM_ABL
71	36	du‑	NOM	OBJ	TR	TR
71	37	məʂkəl-	NOM	ABL	Y	NOM_ABL
71	38	bor	GEN	NOM	X	GEN_NOM
71	39	ʂɨr-	NOM	OBJ	TR	TR
71	40	sərla-	NOM	OBJ	TR	TR
71	41	ɕirt‑	NOM	OBJ	TR	TR
71	42	jol-	NOM	CAR	Y	NOM_CAR
71	43	tɨd-	NOM	OBJ	TR	TR
71	44	xoɕ-	NOM	OBJ	TR	TR
71	45	jəbəldad‑	NOM	omLOC	Y	NOM_omLOC
71	46	jorad‑	NOM	OBJ	TR	TR
71	47	sol-	NOM	INS	Y	NOM_INS
71	48	ʂotl-	NOM	cinABL	Y	NOM_cinABL
71	49	ɕo-	NOM	OBJ	TR	TR
71	50	təgən-	NOM	OBJ	TR	TR
71	51	t-	OBJ	NOM.NONCORE	XY	OBJ_NOM.NONCORE
71	52	наказать tu-	NOM	OBJ	TR	TR
71	53	tabən-	NOM	OBJ	TR	TR
71	54	tol-	NOM	INS	Y	NOM_INS
71	55	top-	NOM	OBJ	TR	TR
71	56	ɕit-m-	OBJ	NOM	X	OBJ_NOM
71	57	kor-i-m-	NOM	OBJ	TR	TR
71	58	kilëʂ-	OBJ	NOM	X	OBJ_NOM
71	59	kerlë	OBJ	NOM	X	OBJ_NOM
71	60	ɕar-	NOM	OBJ	TR	TR
71	61	jol‑	GEN	NOM	X	GEN_NOM
71	62	kala‑	NOM	OBJ	TR	TR
71	63	oɕ‑	NOM	OBJ	TR	TR
71	64	orxla-rax	NOM	ABL	Y	NOM_ABL
71	65	jol-	NOM	ABL	Y	NOM_ABL
71	66	sogal-	NOM	OBJ	TR	TR
71	67	*	*	*	*	
71	68	kaɕ-	NOM	orle	Y	NOM_orle
71	69	jorla-za par-	NOM	OBJ	TR	TR
71	70	ɕɨr-	NOM	OBJ	TR	TR
71	71	ëɕ-	NOM	OBJ	TR	TR
71	72	ʂrat-	NOM	OBJ	TR	TR
71	73	kaj-	NOM	OBJ	TR	TR
71	74	tok-sa karʲ-	NOM	ABL	Y	NOM_ABL
71	75	vit-se xor-	NOM	OBJ	TR	TR
71	76	ast‑	NOM	OBJ	TR	TR
71	77	polʂ‑	NOM	OBJ	TR	TR
71	78	ən-la-n-	NOM	OBJ	TR	TR
71	79	ɕap-	NOM	OBJ	TR	TR
71	80	kaz-əl-	NOM	INS	Y	NOM_INS
71	81	ɕɨbəɕ-sa lar‑	NOM	comOBJ	Y	NOM_comOBJ
71	82	vɨlʲa-za jar-	NOM	OBJ	TR	TR
71	83	sav-ən-za gaj-	NOM	CSL	Y	NOM_CSL
71	84	kalaʑ-	NOM	INS	Y	NOM_INS
71	85	ɕorat-	NOM	OBJ	TR	TR
71	86	yger-	NOM	OBJ	TR	TR
71	87	командовать t-	NOM	INS	Y	NOM_INS
71	88	скучать t-	NOM	CSL	Y	NOM_CSL
71	89	kaj-	NOM	xicen	Y	NOM_xicen
71	90	an-	NOM	cinABL	Y	NOM_cinABL
71	91	etl-	NOM	OBJ	TR	TR
71	92	etl-	NOM	OBJ	TR	TR
71	93	eld-	NOM	OBJ	TR	TR
71	94	xodəʂ-	NOM	INS	Y	NOM_INS
71	95	pəg-	NOM	cinOBJ	Y	NOM_cinOBJ
71	96	xu-	NOM	OBJ	TR	TR
71	97	tëlek‑re kor‑	OBJ	NOM	X	OBJ_NOM
71	98	kilëʂ-	NOM	INS	Y	NOM_INS
71	99	vərʐ-ən-	NOM	INS	Y	NOM_INS
71	100	tər-	NOM	OBJ	TR	TR
71	101	per‑	NOM	OBJ	TR	TR
71	102	xu‑	NOM	OBJ	TR	TR
71	103	ɕëder-	NOM	OBJ	TR	TR
71	104	pot‑	NOM	LOC	Y	NOM_LOC
71	105	vëler-	NOM	OBJ	TR	TR
71	106	ɕap-	NOM	OBJ	TR	TR
71	107	toda du-	NOM	OBJ	TR	TR
71	108	vola‑	NOM	OBJ	TR	TR
71	109	xoskat-	NOM	OBJ	TR	TR
71	110	xizepl-	NOM	OBJ	TR	TR
71	111	jërën-	NOM	ABL	Y	NOM_ABL
71	112	dovolʲnəj	NOM	INS	Y	NOM_INS
71	113	jorat-sa prak-	NOM	OBJ	TR	TR
71	114	ʂan-	NOM	OBJ	TR	TR
71	115	ʂel-	NOM	OBJ	TR	TR
71	116	əmzan-	NOM	OBJ	TR	TR
71	117	targ-	NOM	cinOBJ	Y	NOM_cinOBJ
71	118	tëlën-	NOM	OBJ	TR	TR
71	119	jorad-	NOM	OBJ	TR	TR
71	120	kilen-	NOM	INS	Y	NOM_INS
71	121	il‑eʂën	NOM	OBJ	TR	TR
71	122	ɕilen-	NOM	cinOBJ	Y	NOM_cinOBJ
71	123	ɕilen-	NOM	cinOBJ	Y	NOM_cinOBJ
71	124	køren-der-	NOM	OBJ	TR	TR
71	125	tëlën-der-	OBJ	NOM	X	OBJ_NOM
71	126	ʨət-ma boldar-i-NEG	NOM	OBJ	TR	TR
71	127	køren-	NOM	CSL	Y	NOM_CSL
71	128	targ-	NOM	cinOBJ	Y	NOM_cinOBJ
71	129	kilʲʂ-ter-	NOM	OBJ	TR	TR
71	130	vədan-	NOM	ABL	Y	NOM_ABL
73	1	boli	ACC	NOM	X	ACC_NOM
73	2	ima 	NOM	ACC	TR	TR
73	3	se boji	NOM	GEN	Y	NOM_GEN
73	4	bacio	NOM	ACC	TR	TR
73	5	ima dosta	*	*	*	
73	6	sličan	NOM	DAT	Y	NOM_DAT
73	7	vjeruje	NOM	DAT	Y	NOM_DAT
73	8	uzeo	NOM	ACC	TR	TR
73	9	vidi 	NOM	ACC	TR	TR
73	10	utječe	NOM	naACC	Y	NOM_naACC
73	11	sreo	NOM	ACC	TR	TR
73	12	ušao	NOM	uACC	Y	NOM_uACC
73	13	pobijedio	NOM	ACC	TR	TR
73	14	izašao	NOM	izGEN	Y	NOM_izGEN
73	15	tjera	NOM	ACC	TR	TR
73	16	savio	NOM	ACC	TR	TR
73	17	rekao	NOM	DAT	Y	NOM_DAT
73	18	drži	NOM	ACC	TR	TR
73	19	stigao	NOM	ACC	TR	TR
73	20	pomuzao	NOM	ACC	TR	TR
73	21	došao	NOM	doGEN	Y	NOM_doGEN
73	22	dodirnuo	NOM	ACC	TR	TR
73	23	se tuče	NOM	sINS	Y	NOM_sINS
73	24	se druži	NOM	sINS	Y	NOM_sINS
73	25	misli	NOM	naACC	Y	NOM_naACC
73	26	pojeo	NOM	ACC	TR	TR
73	27	ispekao	NOM	ACC	TR	TR
73	28	čeka	NOM	ACC	TR	TR
73	29	NEG + se sjetio	NOM	GEN	Y	NOM_GEN
73	30	ovisi	NOM	oLOC	Y	NOM_oLOC
73	31	pozvao	NOM	ACC	TR	TR
73	32	se upoznao	NOM	sINS	Y	NOM_sINS
73	33	pozna	NOM	ACC	TR	TR
73	34	svira	NOM	ACC	TR	TR
73	35	izbjegava	NOM	ACC	TR	TR
73	36	napravio	NOM	ACC	TR	TR
73	37	se ruga	NOM	DAT	Y	NOM_DAT
73	38	ima	NOM	ACC	TR	TR
73	39	traži	NOM	ACC	TR	TR
73	40	farba	NOM	ACC	TR	TR
73	41	ugrizao	NOM	ACC	TR	TR
73	42	ostao	NOM	bezGEN	Y	NOM_bezGEN
73	43	hvata	NOM	ACC	TR	TR
73	44	slomio	NOM	ACC	TR	TR
73	45	laska	NOM	DAT	Y	NOM_DAT
73	46	voli	NOM	ACC	TR	TR
73	47	maše	NOM	INS	Y	NOM_INS
73	48	mašta	NOM	oLOC	Y	NOM_oLOC
73	49	oprao	NOM	ACC	TR	TR
73	50	obukao	NOM	ACC	TR	TR
73	51	se zove	NOM	NOM	Y	NOM_NOM
73	52	kaznio	NOM	ACC	TR	TR
73	53	napao	NOM	ACC	TR	TR
73	54	se napunila	NOM	INS	Y	NOM_INS
73	55	našao	NOM	ACC	TR	TR
73	56	fali	DAT	NOM	X	DAT_NOM
73	57	mrzi	NOM	ACC	TR	TR
73	58	sviđa	DAT	NOM	X	DAT_NOM
73	59	treba 	DAT	NOM	X	DAT_NOM
73	60	okružuju	NOM	ACC	TR	TR
73	61	ostalo	DAT	NOM	X	DAT_NOM
73	62	odgovorio	NOM	DAT	Y	NOM_DAT
73	63	otvorio	NOM	ACC	TR	TR
73	64	drukčija	NOM	odGEN	Y	NOM_odGEN
73	65	zaostao	NOM	zaINS	Y	NOM_zaINS
73	66	ore	NOM	ACC	TR	TR
73	67	smrde	NOM	poDAT	Y	NOM_poDAT
73	68	prešao	NOM	ACC	TR	TR
73	69	otpjevao	NOM	ACC	TR	TR
73	70	napisao	NOM	ACC	TR	TR
73	71	popio	NOM	ACC	TR	TR
73	72	otopio	NOM	ACC	TR	TR
73	73	ide	NOM	uzACC	Y	NOM_uzACC
73	74	napustio	NOM	ACC	TR	TR
73	75	pokriva	NOM	ACC	TR	TR
73	76	se sjeća	NOM	GEN	Y	NOM_GEN
73	77	pomogao	NOM	DAT	Y	NOM_DAT
73	78	razumije	NOM	ACC	TR	TR
73	79	pogodila	NOM	ACC	TR	TR
73	80	se porezao	NOM	INS	Y	NOM_INS
73	81	se zalijepila	NOM	zaACC	Y	NOM_zaACC
73	82	izgubio	NOM	odGEN	Y	NOM_odGEN
73	83	se obradovao	NOM	DAT	Y	NOM_DAT
73	84	priča	NOM	sINS	Y	NOM_sINS
73	85	rodila	NOM	ACC	TR	TR
73	86	ispala	DAT	NOM	X	DAT_NOM
73	87	načelnik	NOM	GEN	Y	NOM_GEN
73	88	fali	DAT	NOM	X	DAT_NOM
73	89	ide	NOM	zaINS	Y	NOM_zaINS
73	90	sišao	NOM	sGEN	Y	NOM_sGEN
73	91	sluša	NOM	ACC	TR	TR
73	92	sluša	NOM	ACC	TR	TR
73	93	čuje	NOM	ACC	TR	TR
73	94	se pomiješao	NOM	sINS	Y	NOM_sINS
73	95	gleda	NOM	ACC	TR	TR
73	96	skinuo	NOM	ACC	TR	TR
73	97	sanja	NOM	ACC	TR	TR
73	98	se složio	NOM	sINS	Y	NOM_sINS
73	99	se posvađao	NOM	sINS	Y	NOM_sINS
73	100	košta	NOM	ACC	TR	TR
73	101	*	*	*	*	
73	102	nasipao	NOM	ACC	TR	TR
73	103	izgubio	NOM	ACC	TR	TR
73	104	potonula	NOM	uACC	Y	NOM_uACC
73	105	ubio	NOM	ACC	TR	TR
73	106	udario	NOM	ACC	TR	TR
73	107	poljubio	NOM	ACC	TR	TR
73	108	pročitao	NOM	ACC	TR	TR
73	109	pomaknuo	NOM	ACC	TR	TR
73	110	cijeni	NOM	ACC	TR	TR
73	111	se gadi	DAT	NOM	X	DAT_NOM
73	112	zadovoljan	NOM	INS	Y	NOM_INS
73	113	se zaljubio	NOM	uACC	Y	NOM_uACC
73	114	ima povjerenja	NOM	uACC	Y	NOM_uACC
73	115	žao	DAT	GEN	XY	DAT_GEN
73	116	zavidi	NOM	DAT	Y	NOM_DAT
73	117	se ljuti	NOM	naACC	Y	NOM_naACC
73	118	iznenadio	ACC	NOM	X	ACC_NOM
73	119	voli	NOM	ACC	TR	TR
73	120	uživa	NOM	uLOC	Y	NOM_uLOC
73	121	hoće	NOM	ACC	TR	TR
73	122	se ljuti	NOM	naACC	Y	NOM_naACC
73	123	se naljutio	NOM	naACC	Y	NOM_naACC
73	124	razočarao	NOM	ACC	TR	TR
73	125	iznenadio	ACC	NOM	X	ACC_NOM
73	126	prezire	NOM	ACC	TR	TR
73	127	ostao razočaran	NOM	INS	Y	NOM_INS
73	128	se ljuti 	NOM	naACC	Y	NOM_naACC
73	129	sklon	NOM	DAT	Y	NOM_DAT
73	130	se stidi	NOM	zbogGEN	Y	NOM_zbogGEN
79	1	ицц-а-ца=AGR	GEN	ABS	X	GEN_ABS
79	2	AGR=игь-уб-ца=AGR	ABS	GEN	Y	ABS_GEN
79	3	урухх-ик1в-ил-ца=AGR	ABS	ANTE.ELAT	Y	ABS_ANTE.ELAT
79	4	ихь-уб	ERG	ABS	TR	TR
79	5	чи-гьатт-ихъ-а-ца=AGR	SUPLAT	ABS	X	SUPLAT_ABS
79	6	меш-ци-ца=AGR	ABS	SUPLAT	Y	ABS_SUPLAT
79	7	чи=AGR=ихх-а-ца=AGR	ABS	SUPLAT	Y	ABS_SUPLAT
79	8	гьатт-асс-иб	ERG	ABS	TR	TR
79	9	чи=AGR=иг-а-ца=AGR	ERG	ABS	TR	TR
79	10	асар б-иркь-у	ERG	SUPLAT	Y	ERG_SUPLAT
79	11	ссукк-са=AGR=ич-иб	SUPLAT	ABS	X	SUPLAT_ABS
79	12	ккви-гьа=AGR=хъ-ун	ABS	ILL	Y	ABS_ILL
79	13	чи=AGR=AGR=игь-уб	ABS	ELAT	Y	ABS_ELAT
79	14	ттура=AGR=хъ-ун	ABS	ELAT	Y	ABS_ELAT
79	15	ттура-г1ягъ-иб	ERG	ABS	TR	TR
79	16	AGR=ялч1-ахъ-ун	ERG	ABS	TR	TR
79	17	AGR=урс-иб	ERG	ILL	Y	ERG_ILL
79	18	кви=AGR=уц-иб-ца=AGR	ERG	ABS	TR	TR
79	19	тти=AGR=Егъ-иб	ABS	POST	Y	ABS_POST
79	20	AGR=ирцц-иб	ERG	ABS	TR	TR
79	21	AGR=Егъ-иб	ABS	POST	Y	ABS_POST
79	22	тти=AGR=AGR=яхъ-иб	ABS	POST	Y	ABS_POST
79	23	гье=AGR=ч-иб-ца=AGR	ABS	ILL.COM	Y	ABS_ILL.COM
79	24	юлдаш+COP	*	*	*	
79	25	пикри-ик1в-ил-ца=AGR	ABS	SUPLAT.CONT	Y	ABS_SUPLAT.CONT
79	26	AGR=ерк-ун	ERG	ABS	TR	TR
79	27	AGR-ерц1-иб	ERG	ABS	TR	TR
79	28	тти-ке=AGR=ж-иб-ца=AGR	ABS	POST	Y	ABS_POST
79	29	хъум-Ерт-ур	SUPLAT	SUPLAT.CONT	XY	SUPLAT_SUPLAT.CONT
79	30	AGR=иккв-ил-ца=AGR	ABS	ILL.ELAT	Y	ABS_ILL.ELAT
79	31	вях1=AGR=ерч1-иб	ERG	ILL	Y	ERG_ILL
79	32	тяниш-игь-уб	ABS	ILL.COM	Y	ABS_ILL.COM
79	33	ухх-у	SUPLAT	ABS	X	SUPLAT_ABS
79	34	AGR=урхъ-я-ца=AGR	ERG	ABS	TR	TR
79	35	гу-р-ирхьхь-а-ца=AGR	ABS	ANTE.ELAT	Y	ABS_ANTE.ELAT
79	36	AGR=яркь-иб	ERG	ABS	TR	TR
79	37	дукалт1-н-а-лли AGR-иркь-а-ца-AGR	ABS	SUPLATchi	Y	ABS_SUPLATchi
79	38	те=AGR	GEN	ABS	X	GEN_ABS
79	39	убц1-а-ца=AGR	ABS	POST.ELAT	Y	ABS_POST.ELAT
79	40	AGR=ерхьхь-ур	ERG	ABS	TR	TR
79	41	кьац1-чи=AGR=ич-иб	ABS	SUPLAT	Y	ABS_SUPLAT
79	42	катт-елг-ун	ABS	akkwal	Y	ABS_akkwal
79	43	AGR=урц-а-ца=AGR	ERG	ABS	TR	TR
79	44	AGR=елкь-ун	ERG	ABS	TR	TR
79	45	гап=AGR=иркь-а-ца=AGR	ERG	ABS	TR	TR
79	46	AGR=иккв-ил-ца=AGR	SUPLAT	ABS	X	SUPLAT_ABS
79	47	гьак1-ик1в-ил-ца=AGR	ABS	ERG	Y	ABS_ERG
79	48	пикри-ик1в-ил-ца=AGR	ABS	SUPLAT.CONT	Y	ABS_SUPLAT.CONT
79	49	AGR=ирц-иб	ERG	ABS	TR	TR
79	50	чи-агь-ур	ERG	ABS	TR	TR
79	51	AGR=ик1в-ар	SUPLAT	ABS(NO.AGR)	XY	SUPLAT_ABS(NO.AGR)
79	52	AGR=ит-иб	*	*	*	
79	53	чи=AGR=Ухъ-ун	ABS	SUPLAT	Y	ABS_SUPLAT
79	54	AGR=иц1-иб	ABS	GEN	Y	ABS_GEN
79	55	AGR=арчч-иб	ERG	ABS	TR	TR
79	56	чи-гьатт-ихъ-атти + NEG	GEN	ABS	X	GEN_ABS
79	57	чи=AGR=аг-уй э=AGR=чч-ахъ-у	SUPLAT	ABS	X	SUPLAT_ABS
79	58	AGR=ичч-ахъ-у	SUPLAT	ABS	X	SUPLAT_ABS
79	59	х1яжат=AGR=ич-иб-ца=AGR	SUPLAT	ABS	X	SUPLAT_ABS
79	60	алавг=AGR=яркь-иб-ца=AGR	ERG	ABS	TR	TR
79	61	AGR=иг-ал	GEN	ABS	X	GEN_ABS
79	62	жаваб AGR=Ичч-иб	ERG	SUPLAT	Y	ERG_SUPLAT
79	63	ач=AGR=яркь-иб	ERG	ABS	TR	TR
79	64	дик1ар-ци + COP	ABS	ELAT	Y	ABS_ELAT
79	65	гьелга-ич-иб	ABS	ELAT	Y	ABS_ELAT
79	66	AGR=алц-а-ца=AGR	ERG	ABS	TR	TR
79	67	кквяг1 COP=AGR	POSTtti	GEN	XY	POSTtti_GEN
79	68	те-шшал Ухъ-ун	ABS	GEN	Y	ABS_GEN
79	69	AGR=елч1-ун	ERG	ABS	TR	TR
79	70	AGR=елк1-ун	ERG	ABS	TR	TR
79	71	AGR=ерчч-иб	ERG	ABS	TR	TR
79	72	AGR=ац1-ахъ-иб	ERG	ABS	TR	TR
79	73	ABS-ал-ABS-ирк-а-ца-AGR	ABS	SUPLAT	Y	ABS_SUPLAT
79	74	гу=б=AGR=ат-ур	ERG	ABS	TR	TR
79	75	AGR=уц-иб-ца=AGR	ERG	ABS	TR	TR
79	76	гьан=AGR=иг-ал	SUPLAT	ABS	X	SUPLAT_ABS
79	77	кумек AGR=яркь-иб	ERG	SUPLAT	Y	ERG_SUPLAT
79	78	иргъ-а-ца=AGR	ERG	ABS	TR	TR
79	79	чи-ка=AGR=яхъ-иб	ABS	SUPLAT	Y	ABS_SUPLAT
79	80	ка-тт-ичч-иб	*	*	*	
79	81	чи-ка=AGR=асс-ун-ца=AGR	ABS	SUPLAT	Y	ABS_SUPLAT
79	82	гу=в=AGR=игь-уб	ABS	ELAT	Y	ABS_ELAT
79	83	рази=AGR=игь-уб	ABS	SUPLAT	Y	ABS_SUPLAT
79	84	гъай-ик1в-ил-ца=AGR	ABS	ILL.COM	Y	ABS_ILL.COM
79	85	AGR=яркь-иб	ERG	ABS	TR	TR
79	86	квир=AGR=ич-яхъ-иб	ERG	ABS	TR	TR
79	87	ххула-ци + COP	ABS	GEN	Y	ABS_GEN
79	88	AGR=ет1-иб-ца=AGR	SUPLAT	POST.ELAT	XY	SUPLAT_POST.ELAT
79	89	тти=AGR=ахь-а-ца=AGR	ABS	POST	Y	ABS_POST
79	90	чи-р-ка=AGR=хъ-ун	ABS	ELAT	Y	ABS_ELAT
79	91	гу-лик1-а-ца=AGR	ABS	SUPLAT	Y	ABS_SUPLAT
79	92	гу-лик1-ан	ABS	SUPLAT	Y	ABS_SUPLAT
79	93	AGR=икь-а-ца=AGR	ERG	ABS	TR	TR
79	94	гъудур-гьа=AGR=ич-иб	ABS	ILL.COM	Y	ABS_ILL.COM
79	95	вар-игь-а-ца=AGR	ABS	SUPLAT	Y	ABS_SUPLAT
79	96	чи-р-ихь-уб	ERG	ABS	TR	TR
79	97	мижер-к-Ерцц-ар	SUPLAT	ABS	X	SUPLAT_ABS
79	98	разий=AGR=игь-уб	*	*	*	
79	99	гье=AGR=ч-иб-ца=AGR	ABS	ILL.COM	Y	ABS_ILL.COM
79	100	ца-AGR	ABS	SUPLAT	Y	ABS_SUPLAT
79	101	тупанг ихь-уб	ERG	SUPLAT	Y	ERG_SUPLAT
79	102	AGR=И-ка=AGR=ихь-уб	ERG	ABS	TR	TR
79	103	AGR=ит-яхъ-яхъ-иб	ERG	ABS	TR	TR
79	104	гу=AGR=еркъ-иб	ABS	SUB	Y	ABS_SUB
79	105	ке=AGR=хь-уб	ERG	ABS	TR	TR
79	106	AGR=яхъ-иб	ERG	SUPLAT	Y	ERG_SUPLAT
79	107	меса AGR=Ичч-иб	ERG	SUPLAT	Y	ERG_SUPLAT
79	108	AGR=елч1-ун	ERG	ABS	TR	TR
79	109	гьак1=AGR=яркь-иб	ERG	ABS	TR	TR
